age,parrot_name,number_of_words
3,Eclectus,8
52,Budgerigar,75
30,Budgerigar,51
50,Rose-ringed parakeet,85
2,Rose-ringed parakeet,15
16,Rose-ringed parakeet,39
9,Budgerigar,11
36,Eclectus,59
3,Budgerigar,0
36,Eclectus,48
19,Rose-ringed parakeet,39
39,Budgerigar,40
26,Budgerigar,50
9,Rose-ringed parakeet,19
47,Rose-ringed parakeet,90
3,Budgerigar,11
17,Budgerigar,14
29,Eclectus,59
21,Eclectus,28
46,Rose-ringed parakeet,69
51,Eclectus,74
48,Budgerigar,66
31,Eclectus,40
40,Rose-ringed parakeet,62
21,Eclectus,44
47,Rose-ringed parakeet,75
21,Rose-ringed parakeet,24
45,Rose-ringed parakeet,74
51,Eclectus,83
11,Budgerigar,17
2,Budgerigar,8
33,Eclectus,66
11,Rose-ringed parakeet,14
4,Eclectus,9
2,Eclectus,19
1,Budgerigar,20
33,Eclectus,61
16,Eclectus,17
46,Eclectus,85
12,Rose-ringed parakeet,11
26,Budgerigar,59
8,Budgerigar,2
38,Rose-ringed parakeet,58
10,Budgerigar,10
1,Rose-ringed parakeet,10
41,Rose-ringed parakeet,71
19,Budgerigar,28
34,Budgerigar,61
4,Eclectus,14
7,Rose-ringed parakeet,2
19,Rose-ringed parakeet,10
34,Eclectus,63
49,Eclectus,83
43,Budgerigar,55
25,Rose-ringed parakeet,31
26,Budgerigar,43
40,Budgerigar,58
19,Eclectus,17
23,Budgerigar,23
23,Rose-ringed parakeet,22
41,Eclectus,67
49,Budgerigar,80
50,Budgerigar,80
38,Rose-ringed parakeet,49
19,Budgerigar,17
40,Budgerigar,54
9,Budgerigar,13
38,Rose-ringed parakeet,65
41,Eclectus,78
15,Budgerigar,12
48,Eclectus,69
36,Budgerigar,57
23,Rose-ringed parakeet,48
25,Rose-ringed parakeet,31
29,Eclectus,56
60,Eclectus,95
44,Budgerigar,65
35,Rose-ringed parakeet,65
58,Budgerigar,76
28,Eclectus,35
45,Rose-ringed parakeet,64
39,Eclectus,47
60,Rose-ringed parakeet,89
7,Rose-ringed parakeet,8
2,Budgerigar,10
40,Rose-ringed parakeet,69
54,Budgerigar,63
15,Eclectus,18
19,Rose-ringed parakeet,30
19,Rose-ringed parakeet,37
14,Rose-ringed parakeet,18
54,Rose-ringed parakeet,67
59,Rose-ringed parakeet,96
22,Budgerigar,48
47,Eclectus,66
45,Rose-ringed parakeet,66
24,Rose-ringed parakeet,36
60,Rose-ringed parakeet,94
39,Budgerigar,63
50,Eclectus,82
33,Eclectus,54
17,Budgerigar,20
3,Rose-ringed parakeet,3
29,Eclectus,46
30,Budgerigar,33
35,Budgerigar,65
8,Rose-ringed parakeet,19
44,Eclectus,72
53,Eclectus,70
53,Rose-ringed parakeet,66
16,Budgerigar,34
32,Eclectus,46
2,Budgerigar,3
60,Eclectus,85
54,Budgerigar,87
1,Eclectus,9
49,Eclectus,75
48,Rose-ringed parakeet,68
34,Budgerigar,41
28,Budgerigar,50
51,Eclectus,84
24,Eclectus,40
53,Rose-ringed parakeet,85
9,Budgerigar,10
52,Eclectus,90
3,Rose-ringed parakeet,0
1,Eclectus,11
26,Budgerigar,54
15,Eclectus,17
36,Rose-ringed parakeet,46
35,Budgerigar,56
11,Rose-ringed parakeet,19
58,Eclectus,84
21,Eclectus,50
55,Rose-ringed parakeet,70
13,Rose-ringed parakeet,25
41,Rose-ringed parakeet,80
20,Eclectus,39
59,Budgerigar,82
15,Budgerigar,24
48,Rose-ringed parakeet,76
41,Eclectus,57
10,Eclectus,3
55,Eclectus,73
24,Budgerigar,21
33,Budgerigar,42
60,Rose-ringed parakeet,87
29,Eclectus,60
27,Rose-ringed parakeet,58
45,Rose-ringed parakeet,51
30,Eclectus,41
34,Eclectus,52
16,Eclectus,10
19,Eclectus,39
22,Eclectus,25
25,Budgerigar,24
13,Rose-ringed parakeet,30
25,Eclectus,45
43,Rose-ringed parakeet,71
4,Eclectus,12
53,Eclectus,60
14,Budgerigar,25
5,Rose-ringed parakeet,16
59,Budgerigar,71
39,Eclectus,51
30,Budgerigar,58
7,Budgerigar,0
27,Eclectus,32
55,Eclectus,81
29,Eclectus,53
37,Budgerigar,65
25,Budgerigar,30
6,Budgerigar,18
23,Eclectus,25
54,Budgerigar,86
10,Rose-ringed parakeet,16
55,Budgerigar,61
38,Eclectus,60
57,Budgerigar,96
10,Eclectus,10
24,Rose-ringed parakeet,32
59,Budgerigar,89
25,Eclectus,24
8,Rose-ringed parakeet,5
34,Budgerigar,69
15,Budgerigar,15
57,Budgerigar,73
55,Eclectus,79
41,Eclectus,52
54,Rose-ringed parakeet,86
10,Rose-ringed parakeet,14
54,Budgerigar,85
8,Eclectus,8
40,Rose-ringed parakeet,46
37,Rose-ringed parakeet,51
13,Eclectus,24
1,Rose-ringed parakeet,13
41,Budgerigar,59
41,Rose-ringed parakeet,59
6,Rose-ringed parakeet,0
55,Rose-ringed parakeet,69
30,Eclectus,42
33,Budgerigar,62
46,Budgerigar,87
59,Budgerigar,92
13,Eclectus,17
23,Budgerigar,32
11,Eclectus,17
28,Eclectus,37
1,Eclectus,5
27,Rose-ringed parakeet,35
49,Eclectus,71
24,Budgerigar,30
13,Budgerigar,23
9,Rose-ringed parakeet,4
51,Budgerigar,83
60,Eclectus,79
31,Budgerigar,70
43,Budgerigar,61
35,Budgerigar,52
56,Rose-ringed parakeet,85
12,Eclectus,30
8,Rose-ringed parakeet,7
53,Rose-ringed parakeet,87
1,Rose-ringed parakeet,19
23,Eclectus,41
4,Rose-ringed parakeet,7
46,Rose-ringed parakeet,65
3,Rose-ringed parakeet,20
44,Budgerigar,69
5,Eclectus,3
2,Budgerigar,8
1,Eclectus,1
25,Rose-ringed parakeet,39
21,Eclectus,43
18,Budgerigar,29
3,Rose-ringed parakeet,11
53,Eclectus,66
32,Budgerigar,60
27,Eclectus,45
52,Rose-ringed parakeet,76
4,Eclectus,7
4,Budgerigar,14
48,Budgerigar,60
23,Eclectus,49
10,Budgerigar,5
36,Budgerigar,48
58,Rose-ringed parakeet,70
7,Eclectus,10
33,Eclectus,49
27,Rose-ringed parakeet,59
46,Rose-ringed parakeet,62
57,Rose-ringed parakeet,100
12,Budgerigar,29
40,Budgerigar,68
19,Budgerigar,20
27,Rose-ringed parakeet,48
22,Eclectus,40
17,Budgerigar,21
33,Rose-ringed parakeet,62
17,Eclectus,39
15,Rose-ringed parakeet,25
22,Rose-ringed parakeet,41
54,Eclectus,72
8,Eclectus,9
33,Rose-ringed parakeet,54
47,Rose-ringed parakeet,65
43,Budgerigar,64
50,Eclectus,86
50,Rose-ringed parakeet,66
18,Eclectus,30
43,Budgerigar,56
40,Budgerigar,61
10,Eclectus,8
24,Budgerigar,21
48,Rose-ringed parakeet,81
13,Rose-ringed parakeet,18
2,Rose-ringed parakeet,3
53,Eclectus,78
7,Rose-ringed parakeet,10
30,Budgerigar,39
9,Budgerigar,20
2,Rose-ringed parakeet,12
3,Eclectus,17
3,Rose-ringed parakeet,6
42,Rose-ringed parakeet,77
8,Eclectus,13
53,Eclectus,65
6,Rose-ringed parakeet,9
56,Rose-ringed parakeet,79
11,Eclectus,23
4,Budgerigar,3
15,Budgerigar,15
24,Rose-ringed parakeet,30
27,Eclectus,45
16,Rose-ringed parakeet,25
54,Budgerigar,76
36,Budgerigar,43
33,Budgerigar,53
52,Eclectus,85
59,Eclectus,79
8,Eclectus,16
30,Budgerigar,42
49,Rose-ringed parakeet,62
3,Eclectus,11
45,Eclectus,70
32,Eclectus,45
25,Eclectus,41
1,Eclectus,4
18,Eclectus,21
57,Rose-ringed parakeet,78
20,Eclectus,23
22,Budgerigar,36
26,Eclectus,36
29,Rose-ringed parakeet,54
15,Eclectus,17
12,Rose-ringed parakeet,25
28,Budgerigar,50
45,Rose-ringed parakeet,56
12,Eclectus,30
18,Rose-ringed parakeet,31
47,Rose-ringed parakeet,61
51,Eclectus,63
56,Budgerigar,74
28,Budgerigar,50
9,Budgerigar,13
58,Eclectus,97
26,Eclectus,42
37,Rose-ringed parakeet,59
43,Budgerigar,80
29,Budgerigar,55
58,Rose-ringed parakeet,91
1,Budgerigar,11
5,Rose-ringed parakeet,8
12,Budgerigar,28
6,Rose-ringed parakeet,19
8,Eclectus,9
36,Budgerigar,60
60,Budgerigar,78
39,Rose-ringed parakeet,45
50,Eclectus,83
43,Rose-ringed parakeet,67
11,Budgerigar,21
15,Rose-ringed parakeet,21
5,Budgerigar,13
57,Budgerigar,72
24,Budgerigar,31
42,Eclectus,75
17,Budgerigar,26
23,Budgerigar,38
40,Rose-ringed parakeet,43
43,Rose-ringed parakeet,66
37,Rose-ringed parakeet,56
18,Eclectus,11
14,Eclectus,26
28,Rose-ringed parakeet,44
53,Budgerigar,63
19,Budgerigar,30
57,Eclectus,97
15,Budgerigar,16
58,Eclectus,73
43,Budgerigar,53
1,Eclectus,15
58,Eclectus,95
44,Budgerigar,78
49,Rose-ringed parakeet,64
16,Rose-ringed parakeet,34
51,Eclectus,83
15,Budgerigar,22
35,Eclectus,53
38,Rose-ringed parakeet,65
29,Rose-ringed parakeet,30
23,Rose-ringed parakeet,50
17,Budgerigar,26
34,Rose-ringed parakeet,68
29,Eclectus,31
14,Budgerigar,17
50,Rose-ringed parakeet,78
5,Eclectus,14
14,Budgerigar,12
60,Budgerigar,75
7,Eclectus,2
49,Rose-ringed parakeet,77
35,Eclectus,49
25,Budgerigar,26
2,Budgerigar,16
48,Eclectus,85
29,Eclectus,37
25,Budgerigar,44
24,Eclectus,29
9,Rose-ringed parakeet,4
47,Eclectus,62
55,Rose-ringed parakeet,67
15,Rose-ringed parakeet,14
18,Eclectus,15
27,Budgerigar,53
32,Budgerigar,52
5,Eclectus,19
41,Rose-ringed parakeet,66
28,Rose-ringed parakeet,48
48,Budgerigar,78
39,Budgerigar,49
25,Eclectus,41
22,Eclectus,22
27,Eclectus,48
43,Eclectus,52
54,Budgerigar,62
40,Budgerigar,47
5,Budgerigar,9
5,Eclectus,12
23,Rose-ringed parakeet,40
37,Budgerigar,61
18,Rose-ringed parakeet,33
2,Rose-ringed parakeet,12
48,Budgerigar,73
16,Budgerigar,33
8,Rose-ringed parakeet,1
7,Rose-ringed parakeet,18
59,Rose-ringed parakeet,78
42,Eclectus,73
52,Rose-ringed parakeet,60
25,Budgerigar,47
30,Eclectus,50
28,Rose-ringed parakeet,60
2,Rose-ringed parakeet,20
44,Eclectus,65
55,Budgerigar,86
10,Eclectus,13
31,Budgerigar,44
10,Eclectus,1
34,Rose-ringed parakeet,53
12,Rose-ringed parakeet,19
6,Eclectus,19
52,Eclectus,76
27,Rose-ringed parakeet,55
60,Eclectus,97
49,Rose-ringed parakeet,77
5,Budgerigar,1
29,Rose-ringed parakeet,60
29,Eclectus,39
53,Eclectus,83
36,Eclectus,40
20,Rose-ringed parakeet,31
50,Budgerigar,84
48,Eclectus,73
30,Eclectus,34
41,Budgerigar,72
31,Rose-ringed parakeet,54
2,Budgerigar,6
27,Eclectus,38
56,Eclectus,96
23,Budgerigar,29
10,Rose-ringed parakeet,13
42,Rose-ringed parakeet,77
53,Budgerigar,90
55,Budgerigar,81
49,Budgerigar,73
4,Eclectus,7
17,Eclectus,23
51,Eclectus,61
48,Eclectus,89
28,Eclectus,42
35,Rose-ringed parakeet,48
43,Budgerigar,57
52,Budgerigar,76
5,Eclectus,6
9,Eclectus,20
6,Budgerigar,17
12,Budgerigar,10
54,Rose-ringed parakeet,76
14,Eclectus,10
35,Eclectus,54
11,Budgerigar,23
56,Budgerigar,72
45,Rose-ringed parakeet,54
56,Rose-ringed parakeet,71
2,Eclectus,17
23,Rose-ringed parakeet,36
12,Rose-ringed parakeet,29
19,Budgerigar,11
19,Budgerigar,33
16,Eclectus,25
6,Budgerigar,18
5,Rose-ringed parakeet,7
36,Rose-ringed parakeet,70
57,Rose-ringed parakeet,92
1,Budgerigar,1
8,Budgerigar,9
22,Budgerigar,28
15,Budgerigar,22
55,Eclectus,65
44,Rose-ringed parakeet,50
21,Budgerigar,21
16,Rose-ringed parakeet,34
6,Rose-ringed parakeet,4
38,Budgerigar,55
39,Budgerigar,46
25,Rose-ringed parakeet,22
11,Eclectus,25
44,Budgerigar,79
21,Eclectus,47
26,Budgerigar,51
30,Budgerigar,45
7,Budgerigar,15
57,Eclectus,92
36,Budgerigar,59
3,Rose-ringed parakeet,9
36,Rose-ringed parakeet,50
4,Budgerigar,3
26,Rose-ringed parakeet,56
41,Rose-ringed parakeet,73
11,Budgerigar,17
7,Eclectus,15
44,Rose-ringed parakeet,76
17,Budgerigar,18
49,Eclectus,66
35,Rose-ringed parakeet,57
26,Eclectus,54
51,Budgerigar,75
35,Eclectus,44
7,Budgerigar,16
31,Rose-ringed parakeet,64
57,Rose-ringed parakeet,77
37,Eclectus,68
51,Rose-ringed parakeet,70
15,Eclectus,30
32,Rose-ringed parakeet,41
21,Rose-ringed parakeet,21
57,Budgerigar,73
39,Rose-ringed parakeet,57
11,Budgerigar,13
37,Eclectus,54
60,Rose-ringed parakeet,94
54,Eclectus,65
32,Budgerigar,46
33,Rose-ringed parakeet,46
60,Budgerigar,86
49,Rose-ringed parakeet,79
24,Budgerigar,23
12,Rose-ringed parakeet,25
10,Eclectus,14
32,Budgerigar,61
60,Rose-ringed parakeet,94
44,Rose-ringed parakeet,78
7,Rose-ringed parakeet,10
3,Eclectus,3
32,Rose-ringed parakeet,56
52,Rose-ringed parakeet,85
12,Eclectus,29
29,Budgerigar,38
35,Budgerigar,69
7,Budgerigar,5
35,Rose-ringed parakeet,44
21,Budgerigar,43
20,Rose-ringed parakeet,19
17,Eclectus,28
19,Budgerigar,18
23,Budgerigar,44
41,Eclectus,78
14,Budgerigar,28
3,Budgerigar,17
2,Rose-ringed parakeet,13
54,Budgerigar,65
59,Budgerigar,82
20,Budgerigar,40
39,Rose-ringed parakeet,66
21,Eclectus,28
47,Budgerigar,63
47,Eclectus,87
45,Budgerigar,80
40,Eclectus,62
53,Budgerigar,71
53,Eclectus,73
47,Rose-ringed parakeet,64
1,Budgerigar,20
22,Rose-ringed parakeet,27
35,Rose-ringed parakeet,42
28,Rose-ringed parakeet,33
31,Budgerigar,48
42,Budgerigar,51
1,Rose-ringed parakeet,16
25,Eclectus,29
30,Rose-ringed parakeet,51
52,Rose-ringed parakeet,89
20,Budgerigar,29
13,Eclectus,30
27,Budgerigar,52
2,Rose-ringed parakeet,4
6,Eclectus,8
27,Rose-ringed parakeet,38
43,Budgerigar,76
43,Rose-ringed parakeet,72
31,Budgerigar,70
52,Budgerigar,77
36,Eclectus,51
16,Eclectus,28
5,Rose-ringed parakeet,4
44,Eclectus,51
31,Rose-ringed parakeet,63
28,Eclectus,37
54,Rose-ringed parakeet,80
31,Rose-ringed parakeet,43
14,Budgerigar,18
14,Rose-ringed parakeet,20
7,Rose-ringed parakeet,16
45,Rose-ringed parakeet,80
10,Budgerigar,17
6,Rose-ringed parakeet,10
60,Eclectus,84
57,Eclectus,98
6,Budgerigar,19
21,Eclectus,23
19,Eclectus,33
60,Rose-ringed parakeet,70
25,Eclectus,27
49,Rose-ringed parakeet,75
21,Eclectus,44
32,Budgerigar,55
12,Eclectus,14
50,Budgerigar,64
8,Rose-ringed parakeet,2
27,Budgerigar,38
58,Eclectus,86
55,Rose-ringed parakeet,66
5,Budgerigar,5
45,Budgerigar,54
7,Budgerigar,13
58,Budgerigar,76
33,Rose-ringed parakeet,62
4,Eclectus,4
48,Rose-ringed parakeet,76
49,Eclectus,74
45,Rose-ringed parakeet,66
31,Budgerigar,62
9,Eclectus,17
49,Rose-ringed parakeet,65
18,Rose-ringed parakeet,23
18,Budgerigar,35
27,Budgerigar,50
51,Budgerigar,74
4,Eclectus,16
50,Budgerigar,65
31,Rose-ringed parakeet,65
53,Eclectus,85
60,Eclectus,100
33,Rose-ringed parakeet,60
31,Budgerigar,41
2,Eclectus,10
43,Rose-ringed parakeet,50
31,Rose-ringed parakeet,49
29,Rose-ringed parakeet,38
23,Eclectus,27
37,Rose-ringed parakeet,67
12,Eclectus,30
39,Budgerigar,62
53,Rose-ringed parakeet,83
1,Rose-ringed parakeet,9
36,Eclectus,48
30,Rose-ringed parakeet,51
40,Eclectus,60
13,Eclectus,14
39,Eclectus,62
32,Eclectus,40
36,Eclectus,43
8,Eclectus,10
55,Rose-ringed parakeet,70
9,Rose-ringed parakeet,19
34,Rose-ringed parakeet,53
14,Rose-ringed parakeet,28
9,Rose-ringed parakeet,16
42,Budgerigar,70
31,Budgerigar,64
31,Eclectus,69
27,Eclectus,53
15,Eclectus,20
32,Rose-ringed parakeet,63
20,Rose-ringed parakeet,20
60,Eclectus,70
40,Budgerigar,59
7,Eclectus,3
44,Rose-ringed parakeet,66
4,Rose-ringed parakeet,11
8,Rose-ringed parakeet,1
2,Eclectus,18
10,Eclectus,10
50,Budgerigar,61
49,Budgerigar,89
21,Rose-ringed parakeet,22
25,Eclectus,38
48,Eclectus,63
36,Budgerigar,69
1,Rose-ringed parakeet,0
17,Budgerigar,24
41,Eclectus,77
14,Rose-ringed parakeet,14
58,Budgerigar,79
39,Eclectus,66
19,Eclectus,37
6,Rose-ringed parakeet,9
32,Budgerigar,65
10,Eclectus,16
53,Rose-ringed parakeet,88
59,Eclectus,88
48,Eclectus,90
38,Eclectus,56
37,Budgerigar,62
55,Eclectus,83
18,Budgerigar,25
12,Rose-ringed parakeet,15
46,Eclectus,81
27,Rose-ringed parakeet,59
24,Eclectus,42
54,Budgerigar,81
25,Eclectus,43
30,Budgerigar,56
3,Budgerigar,17
8,Eclectus,10
2,Eclectus,12
44,Budgerigar,60
8,Budgerigar,10
38,Eclectus,66
14,Eclectus,12
28,Eclectus,47
7,Budgerigar,12
57,Rose-ringed parakeet,79
14,Eclectus,19
42,Eclectus,66
59,Eclectus,99
59,Rose-ringed parakeet,77
19,Rose-ringed parakeet,16
31,Budgerigar,60
13,Budgerigar,14
8,Budgerigar,11
24,Eclectus,38
58,Eclectus,70
23,Rose-ringed parakeet,43
38,Budgerigar,47
59,Budgerigar,97
12,Eclectus,19
54,Rose-ringed parakeet,70
19,Budgerigar,14
42,Budgerigar,73
2,Eclectus,8
11,Rose-ringed parakeet,18
45,Budgerigar,73
60,Eclectus,75
28,Eclectus,42
17,Rose-ringed parakeet,26
51,Eclectus,80
40,Eclectus,41
17,Rose-ringed parakeet,34
12,Eclectus,28
31,Eclectus,59
8,Rose-ringed parakeet,9
14,Rose-ringed parakeet,16
22,Rose-ringed parakeet,50
12,Eclectus,21
47,Eclectus,74
15,Rose-ringed parakeet,25
35,Budgerigar,57
26,Eclectus,41
47,Eclectus,73
23,Eclectus,42
1,Eclectus,14
56,Budgerigar,100
28,Eclectus,60
26,Budgerigar,30
36,Rose-ringed parakeet,59
47,Budgerigar,83
57,Budgerigar,79
10,Rose-ringed parakeet,19
43,Eclectus,73
57,Rose-ringed parakeet,77
39,Rose-ringed parakeet,62
7,Eclectus,7
30,Eclectus,35
60,Budgerigar,74
34,Budgerigar,70
50,Budgerigar,83
5,Rose-ringed parakeet,13
14,Eclectus,29
16,Rose-ringed parakeet,16
47,Budgerigar,74
48,Rose-ringed parakeet,66
50,Rose-ringed parakeet,66
25,Rose-ringed parakeet,49
20,Rose-ringed parakeet,31
30,Rose-ringed parakeet,59
8,Eclectus,14
9,Rose-ringed parakeet,15
31,Budgerigar,59
17,Budgerigar,35
59,Budgerigar,76
43,Rose-ringed parakeet,50
6,Rose-ringed parakeet,14
26,Rose-ringed parakeet,58
20,Budgerigar,17
50,Rose-ringed parakeet,77
10,Budgerigar,12
24,Budgerigar,30
33,Budgerigar,61
13,Eclectus,24
31,Budgerigar,66
2,Eclectus,11
17,Eclectus,19
53,Eclectus,65
58,Eclectus,73
45,Eclectus,64
25,Budgerigar,33
52,Eclectus,86
32,Eclectus,64
14,Eclectus,25
46,Budgerigar,68
39,Budgerigar,43
6,Rose-ringed parakeet,5
48,Eclectus,87
9,Eclectus,20
38,Rose-ringed parakeet,52
52,Budgerigar,89
50,Budgerigar,80
46,Eclectus,61
3,Eclectus,10
10,Rose-ringed parakeet,7
59,Budgerigar,78
37,Budgerigar,45
18,Rose-ringed parakeet,22
23,Eclectus,50
6,Rose-ringed parakeet,15
14,Rose-ringed parakeet,25
47,Rose-ringed parakeet,78
44,Eclectus,70
32,Budgerigar,42
3,Eclectus,14
2,Eclectus,15
49,Eclectus,66
37,Rose-ringed parakeet,51
60,Eclectus,87
32,Budgerigar,60
47,Eclectus,75
1,Eclectus,0
23,Rose-ringed parakeet,36
21,Rose-ringed parakeet,25
46,Budgerigar,64
12,Rose-ringed parakeet,28
18,Eclectus,34
22,Eclectus,48
58,Eclectus,79
22,Rose-ringed parakeet,28
6,Budgerigar,5
55,Eclectus,62
52,Rose-ringed parakeet,72
32,Budgerigar,44
32,Rose-ringed parakeet,58
60,Rose-ringed parakeet,83
29,Rose-ringed parakeet,60
54,Budgerigar,63
28,Budgerigar,32
40,Rose-ringed parakeet,62
24,Eclectus,47
10,Rose-ringed parakeet,16
39,Eclectus,69
3,Eclectus,13
43,Eclectus,56
44,Eclectus,63
27,Budgerigar,39
44,Budgerigar,74
26,Eclectus,47
23,Rose-ringed parakeet,26
22,Rose-ringed parakeet,24
20,Rose-ringed parakeet,17
15,Rose-ringed parakeet,14
19,Budgerigar,22
58,Budgerigar,81
44,Budgerigar,61
22,Rose-ringed parakeet,32
39,Rose-ringed parakeet,43
57,Budgerigar,85
48,Budgerigar,71
24,Eclectus,48
32,Budgerigar,66
53,Eclectus,67
26,Eclectus,60
23,Budgerigar,45
58,Eclectus,74
44,Budgerigar,61
9,Budgerigar,11
35,Eclectus,47
18,Eclectus,30
54,Budgerigar,75
23,Eclectus,32
58,Eclectus,70
17,Budgerigar,36
55,Budgerigar,67
2,Eclectus,13
17,Rose-ringed parakeet,37
41,Rose-ringed parakeet,53
34,Rose-ringed parakeet,56
39,Rose-ringed parakeet,41
46,Budgerigar,74
18,Rose-ringed parakeet,13
51,Eclectus,69
14,Eclectus,28
44,Rose-ringed parakeet,63
60,Rose-ringed parakeet,79
13,Rose-ringed parakeet,30
40,Budgerigar,66
18,Budgerigar,34
58,Rose-ringed parakeet,94
51,Eclectus,90
42,Rose-ringed parakeet,61
3,Rose-ringed parakeet,12
11,Eclectus,21
20,Rose-ringed parakeet,11
49,Budgerigar,62
54,Rose-ringed parakeet,60
58,Eclectus,94
53,Rose-ringed parakeet,77
11,Rose-ringed parakeet,18
59,Eclectus,90
21,Budgerigar,38
25,Budgerigar,30
49,Eclectus,79
28,Rose-ringed parakeet,56
48,Eclectus,66
53,Eclectus,65
42,Rose-ringed parakeet,70
42,Eclectus,51
26,Rose-ringed parakeet,60
4,Rose-ringed parakeet,12
18,Eclectus,38
6,Rose-ringed parakeet,15
52,Budgerigar,67
48,Budgerigar,75
14,Eclectus,26
22,Budgerigar,38
8,Eclectus,3
4,Eclectus,12
34,Rose-ringed parakeet,45
59,Rose-ringed parakeet,98
8,Budgerigar,12
14,Eclectus,11
10,Rose-ringed parakeet,0
5,Budgerigar,2
35,Eclectus,40
12,Budgerigar,30
52,Eclectus,84
5,Eclectus,13
27,Eclectus,37
43,Budgerigar,55
10,Eclectus,17
4,Rose-ringed parakeet,11
36,Rose-ringed parakeet,56
56,Rose-ringed parakeet,70
21,Eclectus,43
20,Budgerigar,12
59,Rose-ringed parakeet,93
13,Eclectus,14
16,Budgerigar,40
34,Eclectus,47
50,Budgerigar,72
34,Eclectus,52
1,Eclectus,2
47,Rose-ringed parakeet,64
37,Eclectus,63
10,Budgerigar,9
36,Budgerigar,68
49,Budgerigar,62
37,Eclectus,56
26,Budgerigar,34
9,Eclectus,2
40,Budgerigar,60
28,Budgerigar,45
3,Budgerigar,1
23,Eclectus,43
34,Rose-ringed parakeet,58
40,Rose-ringed parakeet,41
55,Budgerigar,82
55,Budgerigar,83
57,Rose-ringed parakeet,81
38,Rose-ringed parakeet,41
1,Eclectus,6
46,Budgerigar,63
7,Budgerigar,20
39,Budgerigar,51
32,Rose-ringed parakeet,53
7,Rose-ringed parakeet,19
11,Rose-ringed parakeet,28
28,Budgerigar,35
17,Eclectus,33
43,Eclectus,50
39,Budgerigar,45
6,Eclectus,5
9,Rose-ringed parakeet,16
50,Eclectus,72
35,Eclectus,52
40,Eclectus,47
49,Eclectus,73
51,Eclectus,80
43,Eclectus,70
60,Rose-ringed parakeet,71
50,Rose-ringed parakeet,69
46,Rose-ringed parakeet,83
39,Eclectus,55
50,Budgerigar,70
37,Rose-ringed parakeet,52
42,Eclectus,62
30,Rose-ringed parakeet,44
31,Budgerigar,58
11,Budgerigar,11
43,Eclectus,60
3,Eclectus,3
25,Eclectus,45
17,Eclectus,10
11,Rose-ringed parakeet,10
60,Budgerigar,87
15,Rose-ringed parakeet,28
11,Rose-ringed parakeet,10
21,Rose-ringed parakeet,38
30,Budgerigar,30
34,Eclectus,70
45,Rose-ringed parakeet,74
52,Budgerigar,65
32,Rose-ringed parakeet,62
28,Eclectus,30
57,Rose-ringed parakeet,88
23,Rose-ringed parakeet,47
43,Rose-ringed parakeet,56
32,Rose-ringed parakeet,60
29,Rose-ringed parakeet,41
32,Eclectus,47
57,Rose-ringed parakeet,86
56,Eclectus,84
53,Rose-ringed parakeet,68
32,Eclectus,62
26,Eclectus,50
48,Eclectus,81
54,Eclectus,81
56,Eclectus,81
3,Eclectus,16
9,Rose-ringed parakeet,13
3,Eclectus,19
26,Rose-ringed parakeet,43
33,Eclectus,67
46,Budgerigar,66
15,Eclectus,28
27,Eclectus,57
34,Rose-ringed parakeet,58
13,Eclectus,19
19,Rose-ringed parakeet,18
28,Budgerigar,56
59,Budgerigar,83
43,Budgerigar,68
8,Eclectus,12
33,Rose-ringed parakeet,65
55,Budgerigar,75
12,Budgerigar,17
2,Rose-ringed parakeet,20
11,Budgerigar,18
9,Rose-ringed parakeet,9
53,Rose-ringed parakeet,81
59,Budgerigar,77
17,Budgerigar,37
9,Rose-ringed parakeet,13
11,Eclectus,19
6,Budgerigar,17
34,Rose-ringed parakeet,62
43,Eclectus,74
8,Rose-ringed parakeet,12
40,Eclectus,62
58,Eclectus,79
30,Budgerigar,56
25,Rose-ringed parakeet,20
48,Eclectus,76
37,Eclectus,41
53,Rose-ringed parakeet,67
53,Eclectus,64
58,Rose-ringed parakeet,96
14,Rose-ringed parakeet,13
26,Eclectus,31
39,Eclectus,61
59,Eclectus,78
5,Rose-ringed parakeet,7
24,Rose-ringed parakeet,50
47,Eclectus,73
15,Eclectus,27
39,Eclectus,56
36,Budgerigar,66
15,Eclectus,28
34,Eclectus,44
39,Eclectus,62
55,Rose-ringed parakeet,72
37,Budgerigar,45
48,Rose-ringed parakeet,68
40,Rose-ringed parakeet,42
23,Budgerigar,43
27,Rose-ringed parakeet,52
15,Eclectus,29
37,Budgerigar,52
6,Eclectus,18
40,Eclectus,64
28,Eclectus,55
42,Rose-ringed parakeet,80
1,Eclectus,15
12,Rose-ringed parakeet,21
12,Budgerigar,30
32,Budgerigar,52
25,Rose-ringed parakeet,29
34,Rose-ringed parakeet,53
2,Rose-ringed parakeet,11
36,Rose-ringed parakeet,55
47,Budgerigar,63
55,Rose-ringed parakeet,75
37,Eclectus,56
54,Rose-ringed parakeet,84
6,Eclectus,2
4,Rose-ringed parakeet,12
26,Rose-ringed parakeet,53
40,Budgerigar,60
56,Eclectus,76
34,Rose-ringed parakeet,59
49,Eclectus,86
12,Budgerigar,27
55,Rose-ringed parakeet,65
19,Budgerigar,36
40,Budgerigar,53
29,Budgerigar,30
43,Eclectus,65
14,Eclectus,12
6,Rose-ringed parakeet,0
60,Budgerigar,98
58,Rose-ringed parakeet,88
52,Budgerigar,86
29,Eclectus,42
18,Budgerigar,38
